name,description,category,fraction,points,icon_url
Legacy of Leyara,Complete the Leyara quests in Mount Hyjal and the Molten Front.,Cataclysm,,10,https://icons.wowdb.com/retail/medium/achievement_character_nightelf_female.jpg?41793
The 'Unbeatable?' Pterodactyl: BEATEN.,Complete the Vigilance on Wings daily quest in Mount Hyjal 10 times.,Cataclysm,,10,https://icons.wowdb.com/retail/medium/ability_hunter_pet_vulture.jpg?41793
The Fiery Lords of Sethria's Roost,Hunt down and slay the following minions of Ragnaros in Sethria's Roost.,Cataclysm,,10,https://icons.wowdb.com/retail/medium/spell_fire_elemental_totem.jpg?41793
Ludicrous Speed,"While on the quest Call the Flock in Mount Hyjal, obtain 65 stacks of Soar.",Cataclysm,,10,https://icons.wowdb.com/retail/medium/ability_hunter_eagleeye.jpg?41793
WoW's 7th Anniversary,Logged in during WoW's 7th Anniversary.,Events,,,https://icons.wowdb.com/retail/medium/inv_misc_celebrationcake_01.jpg?41793
Gang War,"Win a duel in Sethria's Roost while on the quest ""The Protectors of Hyjal.""",Cataclysm,,10,https://icons.wowdb.com/retail/medium/inv_sword_draenei_05.jpg?41793
Have... Have We Met?,Acknowledge your recognition by /waving at the following NPCs in Sethria's Roost.,Cataclysm,,10,https://icons.wowdb.com/retail/medium/inv_weapon_shortblade_10.jpg?41793
The Molten Front Offensive,Unlock each of the following in the attack on the Molten Front.,Cataclysm,,10,https://icons.wowdb.com/retail/medium/achievement_zone_firelands.jpg?41793
Flawless Victory,Solo kill a Molten Behemoth in the Molten Front without taking any damage from Molten Stomp or Fiery Boulder.,Cataclysm,,10,https://icons.wowdb.com/retail/medium/spell_shaman_improvedfirenova.jpg?41793
And the Meek Shall Inherit Kalimdor,Help each of the following critters get revenge on the mean old fire elementals.,Cataclysm,,10,https://icons.wowdb.com/retail/medium/ability_tracking.jpg?41793
Infernal Ambassadors,Slay the elite invaders of Hyjal in the following ways.,Cataclysm,,10,https://icons.wowdb.com/retail/medium/ability_hunter_pet_corehound.jpg?41793
Fireside Chat,Speak with the following characters during the attack on the Molten Front.,Cataclysm,,10,https://icons.wowdb.com/retail/medium/achievement_character_nightelf_male.jpg?41793
Master of the Molten Flow,Complete the following challenges within the Molten Flow.,Cataclysm,,10,https://icons.wowdb.com/retail/medium/spell_fire_moltenblood.jpg?41793
King of the Spider-Hill,Reach the highest point in the Widow's Clutch within the Molten Front.,Cataclysm,,10,https://icons.wowdb.com/retail/medium/ability_hunter_pet_spider.jpg?41793
Ready for Raiding II,Slay the following Lieutenants of Flame in Ragnaros' Reach without getting hit by their special attacks.,Cataclysm,,10,https://icons.wowdb.com/retail/medium/spell_fire_burnout.jpg?41793
Death From Above,Bomb the following elementals during a bombing run in the Molten Front.,Cataclysm,,10,https://icons.wowdb.com/retail/medium/creatureportrait_g_bomb_02.jpg?41793
Littlest Pet Shop,Collect 150 unique pets.,Collect,,10,https://icons.wowdb.com/retail/medium/inv_box_petcarrier_01.jpg?41793
Petting Zoo,Collect 100 unique pets.,Collect,,10,https://icons.wowdb.com/retail/medium/inv_box_petcarrier_01.jpg?41793
Menagerie,Collect 125 unique pets.,Collect,,10,https://icons.wowdb.com/retail/medium/inv_box_petcarrier_01.jpg?41793
Veteran of the Molten Front,Complete the Regrowth and Molten Front achievements listed below.,Cataclysm,,10,https://icons.wowdb.com/retail/medium/achievement_zone_firelands.jpg?41793
United Nations,Raise 55 reputations to Exalted.,Reputation,horde,15,https://icons.wowdb.com/retail/medium/achievement_reputation_08.jpg?41793
Firelands Guild Run,Defeat the bosses in Firelands while in a guild group.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievement_zone_firelands.jpg?41793
Heroic: Ragnaros Guild Run,Defeat Ragnaros in Firelands on Heroic difficulty while in a guild group.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievement_firelands_raid_ragnaros.jpg?41793
Realm First! Ragnaros,First guild on the realm to defeat Ragnaros in Firelands on Heroic Difficulty while in a guild group.,Guild Feats of Strength,,,https://icons.wowdb.com/retail/medium/achievement_firelands_raid_ragnaros.jpg?41793
Moon Guard,Engage the Echo of Tyrande in End Time on Heroic Difficulty after surviving her Shadow Gauntlet without allowing the party's healer to take any dam...,Cataclysm Dungeon,,10,https://icons.wowdb.com/retail/medium/ability_upgrademoonglaive.jpg?41793
Vicious Gladiator,Achieved Vicious Gladiator title.,Player vs. Player,,,https://icons.wowdb.com/retail/medium/achievement_featsofstrength_gladiator_09.jpg?41793
Vicious Gladiator's Twilight Drake,Obtain the Vicious Gladiator's Twilight Drake from Arena Season 9 of Cataclysm.,Mounts,,,https://icons.wowdb.com/retail/medium/ability_mount_drake_twilight.jpg?41793
Elders of Cataclysm,Honor the Elders which are located in zones opened by the cataclysm.,Lunar Festival,,10,https://icons.wowdb.com/retail/medium/spell_holy_symbolofhope.jpg?41793
Extinguishing Northrend,Desecrate the Horde's bonfires in Northrend.,Midsummer,alliance,10,https://icons.wowdb.com/retail/medium/spell_fire_masterofelements.jpg?41793
Flame Warden of Northrend,Honor the flames of Northrend.,Midsummer,alliance,10,https://icons.wowdb.com/retail/medium/inv_summerfest_firespirit.jpg?41793
Flame Keeper of Northrend,Honor the flames of Northrend.,Midsummer,horde,10,https://icons.wowdb.com/retail/medium/inv_summerfest_firespirit.jpg?41793
Extinguishing Northrend,Desecrate the Alliance's bonfires in Northrend.,Midsummer,horde,10,https://icons.wowdb.com/retail/medium/spell_fire_masterofelements.jpg?41793
Flame Warden of Cataclysm,Honor the flames of zones opened by the cataclysm.,Midsummer,alliance,10,https://icons.wowdb.com/retail/medium/inv_summerfest_firespirit.jpg?41793
Flame Keeper of Cataclysm,Honor the flames of zones opened by the cataclysm.,Midsummer,horde,10,https://icons.wowdb.com/retail/medium/inv_summerfest_firespirit.jpg?41793
Extinguishing the Cataclysm,Desecrate the Horde's bonfires in zones opened by the cataclysm.,Midsummer,alliance,5,https://icons.wowdb.com/retail/medium/spell_fire_masterofelements.jpg?41793
Extinguishing the Cataclysm,Desecrate the Alliance's bonfires in zones opened by the cataclysm.,Midsummer,horde,5,https://icons.wowdb.com/retail/medium/spell_fire_masterofelements.jpg?41793
"Come One, Come All!",Attend the Darkmoon Faire.,Darkmoon Faire,,5,https://icons.wowdb.com/retail/medium/inv_misc_ticket_darkmoon_01.jpg?41793
Step Right Up,Play five different Darkmoon games.,Darkmoon Faire,,10,https://icons.wowdb.com/retail/medium/inv_misc_token_darkmoon_01.jpg?41793
Blastenheimer Bullseye,Score a bullseye when launched from the Darkmoon Cannon.,Darkmoon Faire,,10,https://icons.wowdb.com/retail/medium/ability_hunter_mastermarksman.jpg?41793
Quick Shot,Score a Quick Shot at the Shooting Gallery.,Darkmoon Faire,,10,https://icons.wowdb.com/retail/medium/inv_ammo_bullet_01.jpg?41793
Darkmoon Duelist,Win the Darkmoon Deathmatch and receive a Pit Fighter trinket.,Darkmoon Faire,,10,https://icons.wowdb.com/retail/medium/inv_misc_bone_skull_01.jpg?41793
Darkmoon Dominator,Win the Darkmoon Deathmatch twelve times and receive a Master Pit Fighter trinket.,Darkmoon Faire,,20,https://icons.wowdb.com/retail/medium/spell_shadow_skull.jpg?41793
I Was Promised a Pony,Ride a Darkmoon Pony.,Darkmoon Faire,,5,https://icons.wowdb.com/retail/medium/ability_mount_ridinghorse.jpg?41793
Fairegoer's Feast,Consume one of every Darkmoon food and drink.,Darkmoon Faire,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_60.jpg?41793
Darkmoon Dungeoneer,Turn in all five dungeon Darkmoon Artifacts.,Darkmoon Faire,,10,https://icons.wowdb.com/retail/medium/inv_misc_book_06.jpg?41793
Darkmoon Defender,Turn in all three battleground Darkmoon Artifacts.,Darkmoon Faire,,10,https://icons.wowdb.com/retail/medium/inv_bannerpvp_03.jpg?41793
Darkmoon Despoiler,Turn in all nine Darkmoon Artifacts.,Darkmoon Faire,,10,https://icons.wowdb.com/retail/medium/trade_archaeology_dwarf_runestone.jpg?41793
Taking the Show on the Road,Launch off Darkmoon Fireworks in every friendly capital city.,Darkmoon Faire,alliance,10,https://icons.wowdb.com/retail/medium/inv_misc_missilesmallcluster_green.jpg?41793
Taking the Show on the Road,Launch off Darkmoon Fireworks in every friendly capital city.,Darkmoon Faire,horde,10,https://icons.wowdb.com/retail/medium/inv_misc_missilesmallcluster_green.jpg?41793
Faire Favors,Complete at least five profession-based quests at the Darkmoon Faire.,Darkmoon Faire,,10,https://icons.wowdb.com/retail/medium/inv_misc_book_16.jpg?41793
Occu'thar,Defeat Occu'thar.,Tol Barad,,10,https://icons.wowdb.com/retail/medium/inv_misc_eye_03.jpg?41793
Red Rider Air Rifle,"Proud owner of the 2009 Vintage Winter Veil gift, the Red Rider Air Rifle.",Events,,,https://icons.wowdb.com/retail/medium/inv_holiday_christmas_present_01.jpg?41793
MiniZep Controller,"Proud owner of the 2010 Vintage Winter Veil gift, the MiniZep Controller.",Events,,,https://icons.wowdb.com/retail/medium/inv_holiday_christmas_present_01.jpg?41793
Gaudy Winter Veil Sweater,"Proud owner of the 2011 Vintage Winter Veil gift, the Gaudy Winter Veil Sweater.",Events,,,https://icons.wowdb.com/retail/medium/inv_holiday_christmas_present_01.jpg?41793
That's Not Canon!,Defeat Mannoroth in Well of Eternity on Heroic Difficulty after dealing enough damage to Mannoroth while Varo'then is still alive to cause him to s...,Cataclysm Dungeon,,10,https://icons.wowdb.com/retail/medium/spell_misc_emotionangry.jpg?41793
Minutes to Midnight,Defeat Ultraxion in Dragon Soul on Normal or Heroic Difficulty without any raid member being hit by Hour of Twilight more than once.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/spell_shadow_twilight.jpg?41793
Keep Rollin' Rollin' Rollin',Kill Ook-Ook after assaulting him with 20 Rolling Brew Barrels in Stormstout Brewery on Heroic Difficulty.,Pandaria Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_brewery_2.jpg?41793
Deck Defender,Defeat Warmaster Blackhorn on Normal or Heroic Difficulty without allowing any Twilight Barrages to damage the Skyfire.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/spell_fire_twilightpyroblast.jpg?41793
Siege of Wyrmrest Temple,Defeat the bosses laying siege to Wyrmrest Temple in the Dragon Soul raid.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievement_reputation_wyrmresttemple.jpg?41793
Fall of Deathwing,Defeat the encounters leading up to the Fall of Deathwing in the Dragon Soul raid.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievment_boss_madnessofdeathwing.jpg?41793
Alizabal,Defeat Alizabal.,Tol Barad,,10,https://icons.wowdb.com/retail/medium/achievement_shivan.jpg?41793
Heroic: Morchok,Defeat Morchok in Dragon Soul on Heroic Difficulty.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievment_boss_morchok.jpg?41793
Heroic: Warlord Zon'ozz,Defeat Warlord Zon'ozz in Dragon Soul on Heroic Difficulty.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievment_boss_zonozz.jpg?41793
Heroic: Yor'sahj the Unsleeping,Defeat Yor'sahj the Unsleeping in Dragon Soul on Heroic Difficulty.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievment_boss_yorsahj.jpg?41793
Heroic: Hagara the Stormbinder,Defeat Hagara the Stormbinder in Dragon Soul on Heroic Difficulty.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievment_boss_hagara.jpg?41793
Heroic: Ultraxion,Defeat Ultraxion in Dragon Soul on Heroic Difficulty.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievment_boss_ultraxion.jpg?41793
Heroic: Warmaster Blackhorn,Defeat Warmaster Blackhorn in Dragon Soul on Heroic Difficulty.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievment_boss_blackhorn.jpg?41793
Heroic: Spine of Deathwing,Emerge victorious from the Spine of Deathwing in Dragon Soul on Heroic Difficulty.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievment_boss_spineofdeathwing.jpg?41793
Heroic: Madness of Deathwing,Destroy Deathwing in Dragon Soul on Heroic Difficulty.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievment_boss_madnessofdeathwing.jpg?41793
Heroic: End Time,Defeat Murozond in End Time on Heroic Difficulty.,Cataclysm Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_boss_infinitecorruptor.jpg?41793
Heroic: Well of Eternity,Defeat Mannoroth in Well of Eternity on Heroic Difficulty.,Cataclysm Dungeon,,10,https://icons.wowdb.com/retail/medium/achievment_boss_wellofeternity.jpg?41793
Heroic: Hour of Twilight,Defeat Archbishop Benedictus in Hour of Twilight on Heroic Difficulty.,Cataclysm Dungeon,,10,https://icons.wowdb.com/retail/medium/achievment_raid_houroftwilight.jpg?41793
Heroic: End Time Guild Run,Defeat Murozond in End Time on Heroic difficulty while in a guild group.,Cataclysm Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_boss_infinitecorruptor.jpg?41793
Heroic: Well of Eternity Guild Run,Defeat Mannoroth in Well of Eternity on Heroic difficulty while in a guild group.,Cataclysm Dungeon,,10,https://icons.wowdb.com/retail/medium/achievment_boss_wellofeternity.jpg?41793
Heroic: Hour of Twilight Guild Run,Defeat Archbishop Benedictus in Hour of Twilight on Heroic difficulty while in a guild group.,Cataclysm Dungeon,,10,https://icons.wowdb.com/retail/medium/achievment_raid_houroftwilight.jpg?41793
Dragon Soul Guild Run,Defeat the bosses in Dragon Soul while in a guild group.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/inv_misc_demonsoul.jpg?41793
Ruthless Gladiator,Achieved Ruthless Gladiator title.,Player vs. Player,,,https://icons.wowdb.com/retail/medium/achievement_featsofstrength_gladiator_10.jpg?41793
Heroic: Deathwing Guild Run,Defeat Deathwing in Dragon Soul on Heroic difficulty while in a guild group.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievment_boss_madnessofdeathwing.jpg?41793
Realm First! Deathwing,First guild on the realm to defeat Deathwing in Dragon Soul on Heroic difficulty while in a guild group.,Guild Feats of Strength,,,https://icons.wowdb.com/retail/medium/achievment_boss_madnessofdeathwing.jpg?41793
Lazy Eye,Defeat Peroth'arn in Well of Eternity on Heroic Difficulty without any party member being detected by an Eye of Peroth'arn.,Cataclysm Dungeon,,10,https://icons.wowdb.com/retail/medium/inv_misc_eye_02.jpg?41793
Ping Pong Champion,"Bounce the Void of the Unmaking 10 times off of players, and then defeat Warlord Zon'ozz on Normal or Heroic Difficulty.",Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/inv_enchant_voidsphere.jpg?41793
Taste the Rainbow!,"Experience the following color combinations, and then defeat Yor'sahj the Unsleeping on Normal or Heroic Difficulty.",Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievement_doublerainbow.jpg?41793
Severed Ties,"Defeat two Risen Ghouls during Echo of Sylvanas' Calling of the Highborne phase, then defeat the Echo of Sylvanas in End Time on Heroic Difficulty.",Cataclysm Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_leader_sylvanas.jpg?41793
WoW's 8th Anniversary,Logged in during WoW's 8th Anniversary.,Events,,,https://icons.wowdb.com/retail/medium/inv_misc_celebrationcake_01.jpg?41793
Eclipse,Kill 10 Twilight Sparks and then defeat Archbishop Benedictus in Hour of Twilight on Heroic Difficulty.,Cataclysm Dungeon,,10,https://icons.wowdb.com/retail/medium/inv_elemental_mote_shadow01.jpg?41793
Maybe He'll Get Dizzy...,"Defeat the Spine of Deathwing encounter on Normal or Heroic Difficulty after tricking Deathwing into performing the following roll sequence: Left, ...",Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievment_boss_spineofdeathwing.jpg?41793
Glory of the Dragon Soul Raider,Complete the Dragon Soul raid achievements listed below.,Dungeons & Raids,,25,https://icons.wowdb.com/retail/medium/inv_misc_demonsoul.jpg?41793
Don't Stand So Close to Me,Defeat Morchok in Dragon Soul on Normal or Heroic Difficulty without any two players (three players on 25-player mode) ever being within 5 yards of...,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/spell_nature_massteleport.jpg?41793
Holding Hands,"Destroy the final Crystal Conductor during Hagara's lightning phase on Normal or Heroic Difficulty, while all players present are part of the final...",Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/achievement_general_dungeondiplomat.jpg?41793
Destroyer's End,Defeat Deathwing on Normal or Heroic Difficulty in the Dragon Soul raid.,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/ability_deathwing_cataclysm.jpg?41793
Chromatic Champion,Destroy Deathwing in Dragon Soul on Normal or Heroic Difficulty after beginning the encounter on each Aspect's platform and allowing Deathwing to a...,Cataclysm Raid,,10,https://icons.wowdb.com/retail/medium/inv_dragonchromaticmount.jpg?41793
Fangs of the Father,Wielder of the Fangs of the Father.,Raids,,,https://icons.wowdb.com/retail/medium/inv_knife_1h_deathwingraid_e_03.jpg?41793
